gene	cluster
AN1322	cluster_T
AN1321	cluster_T
AN1320	Cluster_8
AN1319	Cluster_1
AN1318	Cluster_5
AN1317	cluster_T
AN1316	cluster_T
AN1315	cluster_T
AN1314	cluster_T
AN1313	cluster_T
AN1312	cluster_T
AN1311	Cluster_2
AN1310	cluster_T
AN1309	cluster_T
AN1308	cluster_T
AN1307	Cluster_5
AN1306	cluster_T
AN1305	Cluster_8
AN1304	Cluster_7
AN1303	cluster_T
AN12488	cluster_T
AN9516	Cluster_8
AN1301	Cluster_8
AN1300	cluster_T
AN10180	Cluster_5
AN10179	Cluster_5
AN10172	Cluster_1
AN1298	Cluster_5
AN1297	Cluster_5
AN1296	Cluster_1
AN1295	Cluster_1
AN11937	Cluster_1
AN1294	Cluster_1
AN1293	Cluster_1
AN1292	Cluster_1
AN1291	Cluster_1
AN10178	Cluster_1
AN1290	Cluster_1
AN10171	Cluster_8
AN10176	cluster_T
AN1288	Cluster_5
AN1287	Cluster_1
AN1286	Cluster_8
AN1285	cluster_T
AN10170	Cluster_5
AN10175	Cluster_1
AN1283	Cluster_1
AN1282	Cluster_1
AN1281	Cluster_1
AN1280	Cluster_8
AN1279	Cluster_8
AN1278	Cluster_1
AN1277	Cluster_8
AN1276	Cluster_1
AN1275	Cluster_1
AN1274	Cluster_1
AN11936	Cluster_1
AN1273	Cluster_1
AN1272	Cluster_1
AN1271	Cluster_1
AN1270	Cluster_1
AN1269	Cluster_8
AN1268	Cluster_5
AN1267	Cluster_8
AN1266	Cluster_1
AN11935	Cluster_1
AN1265	Cluster_1
AN10174	Cluster_1
AN10169	Cluster_1
AN1263	Cluster_5
AN1262	cluster_T
AN1261	Cluster_8
AN1260	Cluster_8
AN1259	Cluster_8
AN1258	Cluster_5
AN1257	Cluster_8
AN1256	Cluster_8
AN1255	Cluster_1
AN1254	Cluster_1
AN1253	cluster_T
AN1252	cluster_T
AN1251	Cluster_8
AN1250	Cluster_5
AN1249	Cluster_1
AN1248	Cluster_1
AN1247	Cluster_8
AN1246	Cluster_8
AN1245	Cluster_5
AN1244	Cluster_5
AN1243	Cluster_8
AN1242	Cluster_5
AN11934	Cluster_5
AN1239	Cluster_8
AN1238	Cluster_1
AN1237	Cluster_1
AN1236	Cluster_5
AN10168	Cluster_1
AN10173	Cluster_1
AN1234	Cluster_1
AN1233	Cluster_1
AN1232	Cluster_8
AN1231	Cluster_1
AN1230	Cluster_1
AN1229	Cluster_1
AN1228	Cluster_1
AN1227	Cluster_5
AN1226	Cluster_1
AN1225	Cluster_1
AN1224	Cluster_1
AN1223	Cluster_1
AN1222	Cluster_1
AN1221	Cluster_1
AN1220	Cluster_5
AN1219	Cluster_5
AN1218	Cluster_1
AN1217	Cluster_5
AN10177	Cluster_7
AN1216	Cluster_8
AN1215	Cluster_1
AN1214	Cluster_5
AN1213	Cluster_2
AN1212	Cluster_7
AN1211	Cluster_8
AN1210	Cluster_1
AN1209	Cluster_1
AN1208	Cluster_1
AN1207	Cluster_1
AN1206	Cluster_1
AN1205	Cluster_1
AN1204	Cluster_5
AN1203	Cluster_1
AN1202	Cluster_1
AN1201	Cluster_1
AN1200	Cluster_8
AN1199	Cluster_2
AN1198	Cluster_1
AN1197	Cluster_1
AN1196	Cluster_1
AN1195	Cluster_1
AN1194	Cluster_1
AN1193	Cluster_1
AN1192	Cluster_1
AN1191	Cluster_1
AN1190	Cluster_8
AN1189	Cluster_5
AN1188	Cluster_8
AN1187	Cluster_5
AN1186	Cluster_7
AN1185	Cluster_5
AN1184	cluster_T
AN1183	Cluster_8
AN1182	Cluster_1
AN1181	Cluster_1
AN10151	Cluster_1
AN10152	Cluster_1
AN10153	Cluster_1
AN1179	Cluster_1
AN1178	Cluster_1
AN1177	Cluster_1
AN1176	Cluster_1
AN1175	Cluster_1
AN1174	Cluster_1
AN1173	Cluster_8
AN1172	Cluster_5
AN1171	Cluster_5
AN1170	Cluster_8
AN1169	Cluster_5
AN1168	Cluster_8
AN1167	Cluster_1
AN1166	Cluster_1
AN1165	Cluster_1
AN1164	Cluster_1
AN1163	Cluster_1
AN1162	Cluster_7
AN1161	cluster_T
AN1160	Cluster_2
AN1159	Cluster_5
AN1158	Cluster_5
AN1157	Cluster_2
AN1156	Cluster_1
AN10150	Cluster_1
AN10154	Cluster_1
AN1154	Cluster_1
AN1153	Cluster_1
AN1152	Cluster_1
AN1151	Cluster_1
AN1150	Cluster_5
AN1149	Cluster_8
AN11845	cluster_T
AN1148	Cluster_7
AN11844	cluster_T
AN1147	Cluster_2
AN10149	Cluster_5
AN10155	Cluster_1
AN1145	Cluster_8
AN1144	Cluster_5
AN1143	Cluster_5
AN1142	Cluster_1
AN11843	Cluster_1
AN10148	Cluster_1
AN10156	Cluster_1
AN1140	Cluster_1
AN1139	Cluster_1
AN1138	Cluster_1
AN1137	Cluster_1
AN1136	Cluster_1
AN1135	Cluster_1
AN1134	Cluster_1
AN1133	Cluster_5
AN1132	Cluster_1
AN1131	Cluster_1
AN1130	Cluster_8
AN1129	Cluster_1
AN1128	Cluster_1
AN1127	Cluster_8
AN1126	Cluster_2
AN1124	Cluster_7
AN1123	Cluster_1
AN1122	Cluster_1
AN1121	Cluster_1
AN1120	Cluster_8
AN1119	Cluster_8
AN1118	Cluster_5
AN1117	Cluster_1
AN1116	Cluster_5
AN1115	Cluster_7
AN1114	Cluster_7
AN1113	cluster_T
AN1112	Cluster_5
AN10147	Cluster_1
AN10167	Cluster_1
AN1110	Cluster_8
AN11842	Cluster_5
AN1109	Cluster_8
AN1108	Cluster_8
AN1107	Cluster_5
AN1106	Cluster_1
AN1105	Cluster_1
AN1104	Cluster_1
AN1103	Cluster_2
AN1102	Cluster_2
AN1101	Cluster_5
AN1100	Cluster_5
AN10165	Cluster_5
AN10166	Cluster_5
AN1099	Cluster_5
AN1098	Cluster_8
AN1097	Cluster_7
AN1096	Cluster_2
AN1095	Cluster_8
AN1094	Cluster_2
AN1093	Cluster_1
AN1092	Cluster_1
AN10157	Cluster_1
AN10164	Cluster_1
AN1090	Cluster_7
AN1089	Cluster_5
AN1088	Cluster_5
AN1087	Cluster_5
AN11841	Cluster_8
AN10158	Cluster_1
AN10146	Cluster_1
AN1085	Cluster_1
AN1084	Cluster_1
AN1083	Cluster_1
AN1082	Cluster_8
AN1081	Cluster_5
AN1080	Cluster_5
AN1079	Cluster_1
AN10163	Cluster_1
AN11840	cluster_T
AN1078	Cluster_8
AN1077	Cluster_5
AN1076	Cluster_1
AN1075	Cluster_1
AN1074	Cluster_1
AN10161	Cluster_1
AN1073	Cluster_5
AN1072	Cluster_8
AN1071	Cluster_5
AN11292	Cluster_5
AN1070	Cluster_8
AN1069	Cluster_1
AN1068	Cluster_1
AN1067	Cluster_1
AN1066	Cluster_1
AN1065	Cluster_1
AN10159	Cluster_1
AN1064	Cluster_1
AN1063	Cluster_1
AN1062	Cluster_1
AN1061	Cluster_5
AN1060	Cluster_2
AN1059	Cluster_7
AN1058	Cluster_5
AN1057	Cluster_8
AN1056	Cluster_8
AN1055	Cluster_8
AN1054	Cluster_8
AN1053	Cluster_8
AN1052	Cluster_5
AN10160	Cluster_2
AN10145	Cluster_5
AN1050	Cluster_1
AN1049	Cluster_1
AN1048	Cluster_1
AN1047	Cluster_1
AN1046	Cluster_1
AN1045	Cluster_1
AN11290	Cluster_1
AN10139	Cluster_1
AN10144	Cluster_5
AN1043	Cluster_5
AN1042	cluster_T
AN1041	Cluster_5
AN1040	Cluster_8
AN1039	Cluster_1
AN1038	Cluster_7
AN11288	cluster_T
AN1037	Cluster_2
AN1036	Cluster_8
AN11287	Cluster_8
AN1035	Cluster_5
AN1034	cluster_T
AN1033	Cluster_7
AN1032	Cluster_8
AN1031	Cluster_5
AN1030	Cluster_8
AN1029	Cluster_5
AN1028	Cluster_5
AN1027	Cluster_1
AN1026	Cluster_1
AN1025	Cluster_2
AN1024	Cluster_1
AN1023	Cluster_1
AN1022	Cluster_1
AN1021	Cluster_1
AN1020	Cluster_1
AN1019	Cluster_1
AN1018	Cluster_1
AN1017	Cluster_5
AN12189	cluster_T
AN1016	Cluster_2
AN1015	Cluster_5
AN1014	Cluster_1
AN10140	Cluster_5
AN1013	Cluster_8
AN1012	Cluster_1
AN1011	Cluster_1
AN1010	Cluster_1
AN1009	Cluster_1
AN1008	Cluster_1
AN1007	Cluster_1
AN1006	Cluster_1
AN1005	Cluster_1
AN1004	Cluster_1
AN1003	Cluster_1
AN1002	Cluster_1
AN1001	Cluster_5
AN1000	Cluster_5
AN0999	Cluster_8
AN0998	Cluster_1
AN10142	Cluster_1
AN0997	Cluster_1
AN0996	Cluster_1
AN0995	Cluster_1
AN10141	Cluster_1
AN10138	Cluster_1
AN0993	Cluster_1
AN0992	Cluster_1
AN0991	Cluster_1
AN0990	Cluster_1
AN0989	Cluster_7
AN0988	Cluster_5
AN0987	Cluster_1
AN0986	Cluster_5
AN0985	Cluster_5
AN0984	Cluster_8
AN0983	Cluster_5
AN0982	Cluster_5
AN0981	Cluster_5
AN0980	Cluster_1
AN0979	Cluster_2
AN0978	Cluster_8
AN0977	Cluster_1
AN0976	Cluster_8
AN0975	Cluster_7
AN0974	cluster_T
AN0973	cluster_T
AN0972	Cluster_1
AN0971	Cluster_5
AN0970	Cluster_8
AN0969	Cluster_5
AN11897	Cluster_5
AN0966	Cluster_8
AN0965	Cluster_1
AN0964	Cluster_8
AN0963	Cluster_8
AN10131	Cluster_1
AN0960	Cluster_1
AN11896	Cluster_1
AN0959	Cluster_1
AN0958	Cluster_1
AN11894	Cluster_1
AN11893	Cluster_1
AN0956	Cluster_1
AN10137	Cluster_1
AN10130	Cluster_1
AN0954	Cluster_1
AN0953	Cluster_1
AN0952	Cluster_1
AN11892	Cluster_1
AN11891	Cluster_1
AN0950	cluster_T
AN0949	Cluster_8
AN0948	Cluster_8
AN0947	Cluster_8
AN10136	Cluster_5
AN0946	Cluster_1
AN10129	Cluster_1
AN10134	Cluster_1
AN10135	Cluster_1
AN0944	Cluster_1
AN0943	Cluster_1
AN0942	Cluster_8
AN0941	Cluster_5
AN0939	Cluster_5
AN0940	Cluster_8
AN0938	Cluster_5
AN0937	Cluster_8
AN0936	Cluster_8
AN0935	Cluster_8
AN0934	cluster_T
AN0933	Cluster_7
AN0932	Cluster_7
AN0931	Cluster_5
AN0930	Cluster_7
AN0929	Cluster_8
AN0928	Cluster_2
AN0927	Cluster_1
AN0926	Cluster_1
AN0925	Cluster_1
AN0924	Cluster_5
AN0923	Cluster_8
AN0922	Cluster_8
AN0921	cluster_T
AN0920	Cluster_8
AN0919	cluster_T
AN0918	Cluster_5
AN0917	Cluster_1
AN0916	Cluster_8
AN0915	Cluster_1
AN0914	Cluster_8
AN0913	Cluster_5
AN0912	Cluster_1
AN0911	Cluster_1
AN0910	Cluster_1
AN0909	Cluster_1
AN0908	Cluster_1
AN0907	Cluster_1
AN0906	Cluster_1
AN0905	Cluster_1
AN0904	Cluster_5
AN0903	Cluster_8
AN0902	Cluster_8
AN0901	Cluster_5
AN0900	Cluster_8
AN0899	Cluster_8
AN0898	cluster_T
AN10132	Cluster_5
AN0897	Cluster_1
AN0896	Cluster_5
AN0895	Cluster_5
AN0894	Cluster_5
AN0893	Cluster_1
AN0892	Cluster_5
AN0891	Cluster_8
AN0890	Cluster_5
AN0889	Cluster_1
AN0888	Cluster_1
AN0887	Cluster_5
AN0886	Cluster_8
AN0885	cluster_T
AN0884	cluster_T
AN0883	Cluster_5
AN0882	Cluster_1
AN0881	Cluster_1
AN0880	Cluster_8
AN0879	Cluster_5
AN0878	Cluster_2
AN10133	Cluster_7
AN10128	Cluster_5
AN0876	Cluster_8
AN0875	Cluster_1
AN0874	Cluster_1
AN0873	Cluster_1
AN0872	Cluster_1
AN0871	Cluster_1
AN0870	Cluster_5
AN0869	Cluster_5
AN0868	Cluster_5
AN0867	Cluster_5
AN0866	Cluster_2
AN0865	Cluster_7
AN0864	cluster_T
AN0863	Cluster_2
AN0862	Cluster_1
AN0861	Cluster_8
AN0860	Cluster_5
AN0859	Cluster_2
AN0858	Cluster_7
AN0857	cluster_T
AN0856	cluster_T
AN0855	Cluster_5
AN0854	Cluster_8
AN0853	Cluster_8
AN0852	Cluster_5
AN0851	Cluster_8
AN0850	Cluster_1
AN0849	Cluster_1
AN0848	Cluster_1
AN0847	Cluster_1
AN0846	Cluster_2
AN0845	Cluster_7
AN0844	Cluster_7
AN0843	Cluster_1
AN0842	Cluster_8
AN0841	Cluster_5
AN0840	Cluster_8
AN0839	Cluster_1
AN10126	Cluster_5
AN10125	Cluster_1
AN12113	Cluster_5
AN12112	cluster_T
AN0837	Cluster_5
AN0836	Cluster_8
AN0835	Cluster_5
AN0834	Cluster_1
AN0833	Cluster_5
AN0832	cluster_T
AN0831	Cluster_2
AN0830	Cluster_8
AN0829	Cluster_5
AN0828	Cluster_8
AN0827	Cluster_5
AN0826	Cluster_2
AN0825	Cluster_5
AN0824	Cluster_8
AN0823	Cluster_8
AN0822	Cluster_5
AN0821	Cluster_1
AN12111	cluster_T
AN12110	cluster_T
AN0820	Cluster_2
AN0819	Cluster_1
AN0818	Cluster_1
AN0817	Cluster_5
AN0816	Cluster_5
AN0815	Cluster_5
AN0814	Cluster_8
AN0813	Cluster_1
AN10127	Cluster_1
AN10124	Cluster_8
AN0811	Cluster_8
AN0810	Cluster_1
AN0809	Cluster_1
AN0808	Cluster_1
AN0807	Cluster_2
AN12109	cluster_T
AN0806	cluster_T
AN0805	Cluster_5
AN0804	Cluster_1
AN0803	Cluster_1
AN0802	Cluster_8
AN0801	Cluster_8
AN0800	cluster_T
AN0799	Cluster_5
AN0798	Cluster_1
AN0797	Cluster_1
AN0796	Cluster_1
AN0795	Cluster_1
AN0794	Cluster_1
AN0793	cluster_T
AN0792	Cluster_7
AN0791	Cluster_2
AN0790	cluster_T
AN0789	Cluster_2
AN11281	Cluster_1
AN0788	Cluster_1
AN0787	Cluster_1
AN0786	Cluster_1
AN0785	Cluster_1
AN0784	Cluster_1
AN0783	Cluster_1
AN12220	Cluster_1
AN0782	Cluster_1
AN0781	Cluster_5
AN0780	cluster_T
AN0779	Cluster_5
AN0778	Cluster_1
AN0777	Cluster_1
AN0776	Cluster_1
AN0775	Cluster_1
AN0774	Cluster_8
AN0773	Cluster_2
AN10120	Cluster_5
AN10122	Cluster_1
AN0771	Cluster_5
AN0770	Cluster_8
AN10121	Cluster_1
AN10119	Cluster_8
AN0768	Cluster_2
AN0767	cluster_T
AN0766	Cluster_2
AN0765	Cluster_1
AN0764	Cluster_1
AN0763	Cluster_1
AN0762	Cluster_1
AN0761	Cluster_5
AN0760	Cluster_8
AN0759	Cluster_5
AN0758	Cluster_1
AN0757	Cluster_8
AN0756	Cluster_5
AN0755	Cluster_5
AN0754	Cluster_8
AN0753	Cluster_8
AN0752	Cluster_8
AN12218	Cluster_5
AN0751	Cluster_5
AN12217	cluster_T
AN0750	cluster_T
AN0749	cluster_T
AN0748	Cluster_8
AN0747	Cluster_1
AN0746	Cluster_1
AN0745	Cluster_1
AN0744	Cluster_1
AN11280	Cluster_1
AN0743	Cluster_8
AN0742	Cluster_5
AN0741	cluster_T
AN0740	Cluster_5
AN0739	Cluster_8
AN0738	Cluster_5
AN0737	Cluster_1
AN0736	Cluster_1
AN0735	Cluster_5
AN0734	Cluster_2
AN0733	cluster_T
AN0732	Cluster_5
AN12216	Cluster_1
AN10123	Cluster_1
AN10118	Cluster_1
AN0728	Cluster_1
AN0727	Cluster_1
AN12419	Cluster_1
AN9436	Cluster_1
AN9437	Cluster_1
AN9438	Cluster_1
AN0726	Cluster_1
AN0725	Cluster_1
AN10115	Cluster_5
AN10116	Cluster_5
AN0723	Cluster_2
AN0722	Cluster_7
AN0721	Cluster_5
AN0720	Cluster_1
AN0719	Cluster_1
AN0718	Cluster_1
AN0717	Cluster_1
AN0716	Cluster_1
AN0715	Cluster_1
AN0714	Cluster_1
AN10117	Cluster_1
AN0713	Cluster_5
AN0712	Cluster_8
AN12369	Cluster_8
AN12368	Cluster_5
AN0710	cluster_T
AN0709	cluster_T
AN0708	Cluster_8
AN0707	Cluster_1
AN0706	Cluster_1
AN0705	Cluster_1
AN0704	Cluster_1
AN0703	Cluster_8
AN10113	Cluster_5
AN10109	Cluster_8
AN0701	Cluster_8
AN0700	Cluster_1
AN0699	Cluster_5
AN0698	Cluster_5
AN0697	Cluster_1
AN0696	Cluster_1
AN0695	Cluster_8
AN0694	Cluster_5
AN0693	cluster_T
AN0692	Cluster_5
AN0691	Cluster_1
AN0690	Cluster_8
AN0689	Cluster_7
AN0688	Cluster_5
AN0687	Cluster_8
AN12213	Cluster_1
AN0686	Cluster_8
AN0685	Cluster_1
AN0684	Cluster_8
AN0683	Cluster_8
AN0682	cluster_T
AN0681	Cluster_7
AN0680	Cluster_8
AN10108	Cluster_5
AN10111	Cluster_8
AN0678	Cluster_7
AN0677	Cluster_2
AN0676	Cluster_7
AN10110	Cluster_1
AN0675	Cluster_1
AN0674	Cluster_1
AN0673	Cluster_1
AN0672	Cluster_1
AN0671	Cluster_1
AN0670	Cluster_1
AN0669	Cluster_1
AN0668	Cluster_1
AN0667	Cluster_1
AN0666	Cluster_1
AN0665	Cluster_1
AN0664	Cluster_5
AN12212	cluster_T
AN0663	cluster_T
AN0662	Cluster_5
AN0661	Cluster_8
AN0660	Cluster_1
AN0659	Cluster_1
AN11278	Cluster_1
AN0658	Cluster_1
AN0657	Cluster_1
AN0656	Cluster_1
AN0655	Cluster_5
AN0654	Cluster_5
AN0653	Cluster_8
AN0652	Cluster_8
AN0651	Cluster_5
AN0650	Cluster_5
AN0649	Cluster_8
AN10112	Cluster_1
AN0648	Cluster_1
AN0647	Cluster_1
AN0646	Cluster_8
AN0644	Cluster_5
AN0643	Cluster_1
AN10105	Cluster_1
AN0641	Cluster_1
AN0640	Cluster_8
AN0639	Cluster_5
AN0638	cluster_T
AN0637	Cluster_8
AN0636	Cluster_1
AN0635	Cluster_1
AN0634	Cluster_1
AN0633	Cluster_1
AN0632	Cluster_1
AN0631	Cluster_1
AN0630	Cluster_1
AN0629	Cluster_8
AN0628	Cluster_5
AN0627	Cluster_2
AN0626	Cluster_8
AN0625	Cluster_1
AN0624	Cluster_5
AN0623	Cluster_8
AN0622	cluster_T
AN0621	cluster_T
AN0620	Cluster_7
AN0619	cluster_T
AN0618	cluster_T
AN0617	Cluster_8
AN0616	Cluster_5
AN0615	cluster_T
AN0614	cluster_T
AN0613	cluster_T
AN0612	cluster_T
AN0611	cluster_T
AN0610	cluster_T
AN0609	Cluster_8
AN0608	Cluster_5
AN0607	cluster_T
AN0606	Cluster_5
AN0605	Cluster_8
AN0604	Cluster_5
AN0602	Cluster_8
AN0601	cluster_T
AN0600	cluster_T
AN0599	Cluster_8
AN0598	Cluster_1
AN0597	Cluster_1
AN0596	Cluster_1
AN0595	Cluster_5
AN0594	Cluster_5
AN0593	Cluster_8
AN0592	Cluster_5
AN0591	Cluster_8
AN0590	Cluster_1
AN0589	Cluster_8
AN10100	cluster_T
AN0588	Cluster_8
AN0587	Cluster_5
AN0586	Cluster_8
AN0585	Cluster_2
AN0584	cluster_T
AN11276	Cluster_8
AN0583	Cluster_1
AN0582	Cluster_1
AN0581	Cluster_1
AN0580	Cluster_5
AN0579	Cluster_1
AN0578	Cluster_5
AN0577	Cluster_8
AN0576	Cluster_8
AN0575	Cluster_2
AN0574	Cluster_1
AN0573	Cluster_1
AN0572	Cluster_1
AN0571	Cluster_1
AN0570	Cluster_1
AN0569	Cluster_1
AN0568	Cluster_1
AN0567	Cluster_1
AN0566	Cluster_8
AN0565	Cluster_7
AN0564	cluster_T
AN0563	cluster_T
AN0562	Cluster_8
AN0561	Cluster_1
AN0560	Cluster_1
AN0559	Cluster_1
AN0558	Cluster_1
AN0557	Cluster_1
AN0556	Cluster_8
AN10086	cluster_T
AN10099	Cluster_8
AN0554	Cluster_8
AN0553	cluster_T
AN11274	Cluster_1
AN0551	Cluster_8
AN0550	cluster_T
AN0549	cluster_T
AN0548	cluster_T
AN0547	cluster_T
AN10101	cluster_T
AN0546	Cluster_5
AN0545	Cluster_8
AN0544	Cluster_7
AN0543	cluster_T
AN0542	cluster_T
AN0541	cluster_T
AN0540	Cluster_7
AN0539	Cluster_5
AN0538	Cluster_5
AN0537	Cluster_2
AN0536	cluster_T
AN0535	Cluster_7
AN0534	Cluster_8
AN0533	cluster_T
AN0532	Cluster_5
AN0531	Cluster_7
AN0530	cluster_T
AN0529	cluster_T
AN0528	cluster_T
AN0527	cluster_T
AN0526	cluster_T
AN0525	cluster_T
AN0524	cluster_T
AN0523	cluster_T
AN0522	cluster_T
AN0521	cluster_T
AN0520	cluster_T
AN11742	Cluster_8
AN0519	Cluster_8
AN0518	cluster_T
AN0517	cluster_T
AN10104	cluster_T
AN10085	cluster_T
AN0515	Cluster_5
AN11739	Cluster_5
AN0512	Cluster_5
AN0511	Cluster_2
AN0510	cluster_T
AN0509	cluster_T
AN0508	Cluster_5
AN0507	Cluster_1
AN0506	Cluster_1
AN0505	Cluster_1
AN0504	Cluster_1
AN10084	Cluster_8
AN10096	cluster_T
AN0502	Cluster_7
AN0501	cluster_T
AN0500	Cluster_2
AN0499	cluster_T
AN0498	Cluster_8
AN0497	cluster_T
AN10083	Cluster_5
AN10097	Cluster_1
AN0495	Cluster_1
AN0494	Cluster_7
AN0493	Cluster_7
AN0492	cluster_T
AN10082	Cluster_8
AN10095	Cluster_1
AN0490	Cluster_8
AN0489	cluster_T
AN10081	Cluster_1
AN10098	Cluster_8
AN0487	Cluster_5
AN0486	Cluster_5
AN0485	Cluster_7
AN0484	Cluster_2
AN0483	Cluster_7
AN0482	cluster_T
AN0481	Cluster_8
AN0480	Cluster_8
AN10093	Cluster_5
AN0479	cluster_T
AN0478	cluster_T
AN11738	cluster_T
AN0477	Cluster_8
AN0476	Cluster_8
AN0475	Cluster_8
AN0474	Cluster_5
AN0473	Cluster_2
AN0472	Cluster_2
AN0471	Cluster_5
AN0470	Cluster_1
AN0469	Cluster_7
AN0468	cluster_T
AN0467	cluster_T
AN0466	Cluster_5
AN0465	Cluster_1
AN0464	Cluster_1
AN0463	Cluster_5
AN0462	Cluster_1
AN0461	Cluster_1
AN0460	Cluster_1
AN0459	Cluster_5
AN10091	Cluster_1
AN0458	Cluster_1
AN0457	Cluster_5
AN0456	Cluster_8
AN10090	Cluster_5
AN10080	cluster_T
AN0454	Cluster_7
AN0453	Cluster_2
AN0452	Cluster_7
AN0451	Cluster_5
AN0450	Cluster_1
AN0449	Cluster_1
AN0448	Cluster_1
AN0447	Cluster_1
AN11735	cluster_T
AN0446	Cluster_2
AN0445	Cluster_1
AN0444	Cluster_7
AN0443	Cluster_2
AN0442	Cluster_1
AN0441	Cluster_1
AN0440	Cluster_1
AN0439	Cluster_1
AN0438	Cluster_2
AN0437	Cluster_5
AN0436	Cluster_1
AN0435	Cluster_1
AN0434	Cluster_1
AN0433	Cluster_1
AN0432	Cluster_8
AN10103	Cluster_5
AN10079	Cluster_7
AN0430	Cluster_5
AN0429	Cluster_1
AN0428	Cluster_8
AN0427	Cluster_5
AN10089	Cluster_8
AN10078	Cluster_5
AN10077	Cluster_5
AN10088	Cluster_1
AN0424	Cluster_1
AN0423	Cluster_5
AN0422	Cluster_5
AN0421	Cluster_8
AN0420	Cluster_1
AN0419	Cluster_1
AN0418	Cluster_1
AN0417	Cluster_1
AN0416	Cluster_5
AN10087	Cluster_1
AN10076	Cluster_1
AN0414	Cluster_5
AN0413	cluster_T
AN0412	Cluster_5
AN0411	Cluster_1
AN0410	Cluster_5
AN0409	Cluster_7
AN0408	Cluster_5
AN0407	Cluster_1
AN0406	Cluster_1
AN0405	Cluster_8
AN0404	Cluster_5
AN0403	Cluster_8
AN0402	Cluster_5
AN0401	Cluster_8
AN0400	Cluster_8
AN0399	Cluster_5
AN0398	Cluster_7
AN0397	cluster_T
AN0396	cluster_T
AN0395	Cluster_5
AN0394	Cluster_8
AN0393	Cluster_8
AN0392	Cluster_2
AN0391	cluster_T
AN0390	cluster_T
AN0389	cluster_T
AN0388	Cluster_8
AN0387	Cluster_5
AN0386	Cluster_5
AN0385	Cluster_5
AN0384	Cluster_8
AN0383	Cluster_1
AN0382	Cluster_1
AN0381	Cluster_8
AN0380	Cluster_8
AN0379	Cluster_2
AN0378	Cluster_7
AN0377	Cluster_2
AN0376	Cluster_8
AN10070	Cluster_5
AN10075	Cluster_5
AN10062	cluster_T
AN0374	Cluster_5
AN10069	cluster_T
AN10059	Cluster_8
AN0372	Cluster_1
AN10067	Cluster_1
AN10074	Cluster_1
AN0370	Cluster_5
AN0369	Cluster_5
AN0368	Cluster_7
AN0367	Cluster_5
AN0366	Cluster_7
AN0365	Cluster_2
AN0364	Cluster_8
AN0363	Cluster_8
AN0362	cluster_T
AN10058	Cluster_8
AN10068	Cluster_1
AN0360	Cluster_1
AN0359	Cluster_1
AN10057	Cluster_5
AN10061	Cluster_8
AN0357	Cluster_8
AN0356	Cluster_5
AN0355	Cluster_8
AN0354	Cluster_5
AN0353	Cluster_5
AN10056	Cluster_8
AN10060	Cluster_1
AN0351	Cluster_1
AN0350	Cluster_1
AN0349	Cluster_1
AN0348	Cluster_1
AN0347	Cluster_1
AN0346	Cluster_1
AN10073	Cluster_1
AN10055	Cluster_1
AN10054	Cluster_1
AN10066	Cluster_1
AN0343	Cluster_1
AN0342	Cluster_8
AN0341	cluster_T
AN0340	Cluster_5
AN0339	Cluster_5
AN0338	Cluster_8
AN12075	Cluster_8
AN0337	Cluster_5
AN0336	Cluster_8
AN0335	Cluster_5
AN0334	Cluster_5
AN0333	Cluster_5
AN0332	Cluster_5
AN0331	Cluster_5
AN0330	Cluster_5
AN0329	Cluster_1
AN0328	Cluster_1
AN0327	Cluster_1
AN0326	Cluster_1
AN0325	Cluster_1
AN0324	Cluster_5
AN0323	Cluster_5
AN0322	Cluster_8
AN0321	Cluster_8
AN12074	Cluster_5
AN11267	cluster_T
AN10053	Cluster_5
AN10071	Cluster_1
AN10072	Cluster_1
AN0319	Cluster_1
AN0318	Cluster_1
AN0317	Cluster_1
AN0316	Cluster_1
AN0315	Cluster_1
AN0314	Cluster_5
AN0313	cluster_T
AN0312	Cluster_8
AN0311	Cluster_5
AN0310	Cluster_7
AN0309	Cluster_1
AN10052	Cluster_1
AN10064	Cluster_5
AN10065	Cluster_8
AN0307	Cluster_8
AN0306	Cluster_1
AN0305	Cluster_1
AN0304	Cluster_1
AN0303	Cluster_8
AN0302	Cluster_5
AN0301	cluster_T
AN0300	cluster_T
AN0299	Cluster_5
AN0298	Cluster_5
AN0297	Cluster_5
AN0296	Cluster_8
AN0295	Cluster_1
AN0294	Cluster_1
AN0293	Cluster_1
AN0292	Cluster_1
AN0291	Cluster_1
AN0290	Cluster_1
AN10063	Cluster_2
AN9450	cluster_T
AN9449	Cluster_2
AN9448	Cluster_7
AN11234	cluster_T
AN0289	Cluster_5
AN0288	Cluster_5
AN0287	Cluster_2
AN0286	Cluster_7
AN0285	Cluster_5
AN0284	Cluster_1
AN0283	Cluster_8
AN10051	cluster_T
AN10050	Cluster_8
AN0282	Cluster_2
AN0281	Cluster_8
AN0280	Cluster_7
AN0279	Cluster_7
AN0278	Cluster_8
AN10032	Cluster_5
AN10047	Cluster_1
AN0276	Cluster_1
AN0275	Cluster_8
AN0274	Cluster_5
AN0273	Cluster_2
AN11850	cluster_T
AN0272	Cluster_7
AN0271	Cluster_5
AN0270	Cluster_1
AN10031	Cluster_1
AN0268	Cluster_1
AN0267	Cluster_1
AN0266	Cluster_1
AN0265	Cluster_5
AN0264	cluster_T
AN0263	Cluster_7
AN0262	Cluster_1
AN0261	Cluster_1
AN0260	Cluster_1
