gene	cluster
AN12356	cluster_T
AN12486	cluster_T
AN3540	Cluster_2
AN3539	cluster_T
AN3538	Cluster_5
AN3537	Cluster_2
AN3536	cluster_T
AN3535	Cluster_7
AN12353	Cluster_8
AN3534	cluster_T
AN3533	cluster_T
AN3532	cluster_T
AN3531	Cluster_7
AN3530	cluster_T
AN3529	cluster_T
AN3528	cluster_T
AN12477	cluster_T
AN12487	cluster_T
AN9513	cluster_T
AN3525	cluster_T
AN3524	cluster_T
AN3523	cluster_T
AN12195	cluster_T
AN3522	cluster_T
AN3521	cluster_T
AN3520	cluster_T
AN3519	cluster_T
AN3518	cluster_T
AN3517	Cluster_8
AN10423	cluster_T
AN10420	cluster_T
AN3515	cluster_T
AN3514	cluster_T
AN3513	cluster_T
AN3512	Cluster_2
AN10422	cluster_T
AN10421	cluster_T
AN10419	Cluster_7
AN12193	cluster_T
AN12192	Cluster_5
AN3509	Cluster_8
AN3508	Cluster_1
AN3507	Cluster_1
AN3506	Cluster_5
AN3505	cluster_T
AN3504	cluster_T
AN3503	cluster_T
AN3502	cluster_T
AN3501	Cluster_8
AN3500	cluster_T
AN3499	cluster_T
AN3498	Cluster_2
AN3497	Cluster_7
AN3496	cluster_T
AN3495	cluster_T
AN3494	cluster_T
AN3493	cluster_T
AN3492	cluster_T
AN3491	cluster_T
AN3490	cluster_T
AN3489	cluster_T
AN3488	cluster_T
AN3487	cluster_T
AN3486	cluster_T
AN12191	Cluster_2
AN3485	cluster_T
AN3484	Cluster_5
AN3482	Cluster_7
AN3481	cluster_T
AN3480	cluster_T
AN3479	cluster_T
AN3478	Cluster_7
AN3477	Cluster_8
AN3476	cluster_T
AN3475	cluster_T
AN3474	cluster_T
AN3473	Cluster_8
AN3472	Cluster_8
AN3471	Cluster_1
AN7420	Cluster_1
AN7419	Cluster_7
AN7418	cluster_T
AN7417	cluster_T
AN7416	cluster_T
AN7415	cluster_T
AN12037	Cluster_8
AN7414	Cluster_8
AN7413	cluster_T
AN7412	cluster_T
AN7411	cluster_T
AN7410	Cluster_7
AN7409	cluster_T
AN7408	cluster_T
AN7407	cluster_T
AN7406	Cluster_2
AN7405	Cluster_7
AN7404	cluster_T
AN7403	cluster_T
AN7402	cluster_T
AN7401	Cluster_7
AN7400	cluster_T
AN7399	cluster_T
AN7398	cluster_T
AN7397	cluster_T
AN7396	Cluster_7
AN7395	cluster_T
AN7394	Cluster_7
AN7393	cluster_T
AN7392	cluster_T
AN7391	cluster_T
AN7390	cluster_T
AN7389	cluster_T
AN7388	cluster_T
AN7387	Cluster_7
AN7386	cluster_T
AN7385	cluster_T
AN7384	cluster_T
AN7383	cluster_T
AN7382	cluster_T
AN10933	cluster_T
AN10939	cluster_T
AN7380	Cluster_7
AN7379	cluster_T
AN7378	cluster_T
AN7377	cluster_T
AN7376	cluster_T
AN7375	cluster_T
AN7374	Cluster_7
AN7373	cluster_T
AN10932	cluster_T
AN10935	cluster_T
AN7371	Cluster_5
AN7370	cluster_T
AN10938	Cluster_7
AN10937	cluster_T
AN10931	cluster_T
AN7368	Cluster_7
AN7367	Cluster_8
AN7366	cluster_T
AN7365	cluster_T
AN7364	Cluster_8
AN7363	cluster_T
AN7362	Cluster_5
AN12036	Cluster_8
AN7361	Cluster_8
AN7360	Cluster_8
AN7359	Cluster_8
AN7358	Cluster_7
AN7357	Cluster_2
AN7356	Cluster_8
AN10930	Cluster_1
AN10936	Cluster_1
AN7354	Cluster_1
AN7353	Cluster_5
AN7352	Cluster_8
AN7351	Cluster_2
AN7350	Cluster_7
AN7349	Cluster_5
AN7348	Cluster_8
AN7347	Cluster_5
AN7346	cluster_T
AN7345	cluster_T
AN7344	cluster_T
AN7343	cluster_T
AN7342	Cluster_8
AN7341	Cluster_5
AN7340	Cluster_1
AN7339	Cluster_1
AN7338	Cluster_1
AN10934	Cluster_1
AN10929	Cluster_1
AN7336	Cluster_5
AN7335	Cluster_5
AN7334	Cluster_5
AN7333	Cluster_1
AN7332	Cluster_5
AN7331	Cluster_5
AN7330	Cluster_8
AN7329	cluster_T
AN7328	Cluster_8
AN7327	cluster_T
AN7326	Cluster_8
AN7325	Cluster_1
AN7324	Cluster_1
AN7323	Cluster_1
AN7322	Cluster_8
AN7321	Cluster_5
AN7320	Cluster_8
AN7319	Cluster_8
AN7318	cluster_T
AN7317	cluster_T
AN7316	Cluster_2
AN7315	cluster_T
AN7314	Cluster_8
AN7313	cluster_T
AN10927	Cluster_8
AN10924	Cluster_8
AN7311	Cluster_1
AN7310	Cluster_1
AN7309	Cluster_1
AN7308	Cluster_8
AN7307	Cluster_5
AN10925	Cluster_1
AN10923	Cluster_1
AN7305	Cluster_1
AN7304	Cluster_1
AN7303	Cluster_1
AN7302	Cluster_1
AN7301	Cluster_1
AN7300	Cluster_5
AN7299	Cluster_8
AN7298	Cluster_5
AN7297	Cluster_5
AN7296	Cluster_1
AN7295	Cluster_5
AN7294	Cluster_8
AN12246	Cluster_1
AN7293	Cluster_1
AN7292	Cluster_1
AN7291	Cluster_1
AN7290	Cluster_1
AN7289	Cluster_1
AN12245	Cluster_8
AN7288	Cluster_8
AN7287	Cluster_5
AN7286	Cluster_5
AN7285	Cluster_8
AN10928	Cluster_1
AN10922	Cluster_1
AN7283	Cluster_1
AN7282	Cluster_8
AN7281	Cluster_8
AN7280	cluster_T
AN11552	Cluster_5
AN7279	cluster_T
AN7278	cluster_T
AN10921	cluster_T
AN10920	Cluster_5
AN7275	cluster_T
AN10919	cluster_T
AN7274	cluster_T
AN7273	Cluster_5
AN7272	Cluster_8
AN7271	Cluster_8
AN7270	Cluster_2
AN7269	cluster_T
AN7268	cluster_T
AN7267	cluster_T
AN7266	cluster_T
AN12400	cluster_T
AN7265	cluster_T
AN7264	cluster_T
AN12374	cluster_T
AN7263	cluster_T
AN7262	Cluster_2
AN7261	cluster_T
AN7260	Cluster_8
AN7259	Cluster_8
AN7258	Cluster_5
AN7257	Cluster_5
AN7256	Cluster_8
AN12373	Cluster_5
AN7255	Cluster_5
AN7254	Cluster_5
AN7253	Cluster_2
AN7252	cluster_T
AN7251	cluster_T
AN7250	Cluster_8
AN10918	Cluster_8
AN10917	Cluster_1
AN7248	Cluster_8
AN9492	Cluster_5
AN7247	Cluster_2
AN7246	cluster_T
AN7245	cluster_T
AN7244	cluster_T
AN12268	cluster_T
AN7243	cluster_T
AN7242	cluster_T
AN7241	cluster_T
AN7240	cluster_T
AN7239	cluster_T
AN7238	Cluster_2
AN7237	cluster_T
AN7236	cluster_T
AN7235	cluster_T
AN7234	Cluster_8
AN7233	Cluster_5
AN7232	cluster_T
AN7231	Cluster_7
AN7230	cluster_T
AN7229	Cluster_7
AN7228	cluster_T
AN7227	cluster_T
AN10916	cluster_T
AN10910	Cluster_2
AN7225	Cluster_8
AN10915	cluster_T
AN10909	Cluster_8
AN7223	Cluster_7
AN12267	cluster_T
AN7222	Cluster_7
AN7221	cluster_T
AN11551	cluster_T
AN7220	Cluster_2
AN7219	cluster_T
AN7218	cluster_T
AN11550	cluster_T
AN7217	cluster_T
AN10914	cluster_T
AN10913	Cluster_5
AN10908	Cluster_8
AN7215	cluster_T
AN7214	Cluster_2
AN7213	Cluster_7
AN7212	cluster_T
AN7211	cluster_T
AN10907	Cluster_5
AN10912	Cluster_8
AN10906	Cluster_5
AN10911	Cluster_8
AN7208	cluster_T
AN9514	cluster_T
AN7207	Cluster_2
AN7206	Cluster_8
AN7205	Cluster_1
AN7204	Cluster_5
AN7203	cluster_T
AN7202	cluster_T
AN7201	Cluster_5
AN7200	Cluster_8
AN7199	Cluster_8
AN7194	Cluster_8
AN7193	Cluster_5
AN7192	Cluster_8
AN7191	Cluster_5
AN7190	Cluster_8
AN7189	Cluster_5
AN7188	Cluster_5
AN7187	Cluster_8
AN7186	Cluster_5
AN7185	Cluster_5
AN12151	Cluster_2
AN7184	Cluster_7
AN7183	cluster_T
AN12150	Cluster_7
AN7182	Cluster_2
AN7181	Cluster_8
AN7180	cluster_T
AN7179	cluster_T
AN7178	cluster_T
AN7177	Cluster_5
AN7176	cluster_T
AN12149	Cluster_8
AN7175	Cluster_5
AN7174	Cluster_2
AN7173	Cluster_5
AN7172	cluster_T
AN7171	cluster_T
AN7170	cluster_T
AN7169	cluster_T
AN10902	Cluster_2
AN10905	Cluster_5
AN7167	cluster_T
AN7166	cluster_T
AN7165	cluster_T
AN7164	Cluster_7
AN12148	cluster_T
AN12147	cluster_T
AN7162	cluster_T
AN7161	cluster_T
AN7160	cluster_T
AN7159	cluster_T
AN7158	Cluster_2
AN7157	cluster_T
AN7156	Cluster_2
AN7155	Cluster_8
AN7154	cluster_T
AN7153	cluster_T
AN7152	cluster_T
AN7151	cluster_T
AN7150	Cluster_8
AN7149	Cluster_5
AN7148	Cluster_8
AN7147	Cluster_8
AN7146	Cluster_8
AN7145	Cluster_1
AN7144	Cluster_2
AN7143	Cluster_7
AN7142	Cluster_2
AN7141	Cluster_8
AN7140	Cluster_8
AN7139	Cluster_2
AN7138	cluster_T
AN7137	cluster_T
AN10901	Cluster_5
AN10903	Cluster_8
AN7135	cluster_T
AN10900	Cluster_5
AN7133	cluster_T
AN7131	Cluster_8
AN7130	cluster_T
AN7129	Cluster_7
AN7128	Cluster_8
AN10894	cluster_T
AN10899	cluster_T
AN7126	cluster_T
AN7124	Cluster_1
AN7123	Cluster_8
AN7121	cluster_T
AN12250	Cluster_2
AN11544	cluster_T
AN7120	Cluster_2
AN7119	cluster_T
AN7118	cluster_T
AN7117	cluster_T
AN7116	cluster_T
AN7115	cluster_T
AN10895	Cluster_8
AN10893	Cluster_2
AN7113	cluster_T
AN7112	cluster_T
AN7111	Cluster_8
AN7110	cluster_T
AN7109	cluster_T
AN7108	Cluster_5
AN7107	Cluster_1
AN7106	Cluster_1
AN7105	Cluster_1
AN7104	Cluster_2
AN7103	Cluster_2
AN7102	cluster_T
AN7101	Cluster_5
AN10892	Cluster_1
AN10896	Cluster_1
AN7099	Cluster_5
AN7098	cluster_T
AN7097	cluster_T
AN10891	cluster_T
AN10897	cluster_T
AN10898	cluster_T
AN7094	cluster_T
AN7093	cluster_T
AN12249	cluster_T
AN7092	cluster_T
AN7091	Cluster_5
AN7090	Cluster_8
AN7089	cluster_T
AN7088	cluster_T
AN7087	cluster_T
AN7086	cluster_T
AN12291	cluster_T
AN12290	cluster_T
AN7084	cluster_T
AN7083	cluster_T
AN10887	cluster_T
AN10886	cluster_T
AN7081	cluster_T
AN7080	Cluster_5
AN12481	Cluster_1
AN7078	Cluster_1
AN7077	Cluster_1
AN7076	Cluster_1
AN7075	Cluster_2
AN7074	cluster_T
AN7073	cluster_T
AN7072	cluster_T
AN7071	cluster_T
AN7070	cluster_T
AN10884	cluster_T
AN10889	cluster_T
AN7068	cluster_T
AN7067	cluster_T
AN7066	cluster_T
AN10888	cluster_T
AN10883	cluster_T
AN7064	cluster_T
AN7063	cluster_T
AN7062	cluster_T
AN7061	Cluster_7
AN7060	cluster_T
AN7059	Cluster_8
AN7058	cluster_T
AN7057	cluster_T
AN7056	cluster_T
AN7055	Cluster_7
AN7053	cluster_T
AN7052	cluster_T
AN7051	Cluster_8
AN7050	Cluster_5
AN7049	Cluster_1
AN7048	Cluster_1
AN7047	Cluster_1
AN7046	Cluster_5
AN12072	Cluster_8
AN12071	Cluster_5
AN7044	Cluster_5
AN7043	Cluster_8
AN11543	Cluster_8
AN7042	Cluster_5
AN7041	Cluster_5
AN7040	Cluster_8
AN7039	Cluster_1
AN7038	Cluster_8
AN7037	Cluster_5
AN12070	cluster_T
AN10876	Cluster_8
AN10880	Cluster_5
AN7035	Cluster_5
AN7034	Cluster_8
AN7033	Cluster_5
AN7032	Cluster_5
AN7031	Cluster_7
AN7030	Cluster_2
AN7029	Cluster_1
AN7028	Cluster_1
AN7027	Cluster_1
AN11541	Cluster_5
AN12067	cluster_T
AN7026	Cluster_2
AN7025	Cluster_7
AN7024	Cluster_5
AN7023	Cluster_8
AN12066	cluster_T
AN12065	cluster_T
AN7021	Cluster_8
AN12064	Cluster_8
AN7020	Cluster_8
AN12063	Cluster_8
AN7019	Cluster_5
AN7018	Cluster_5
AN7017	Cluster_5
AN7016	Cluster_1
AN7015	Cluster_1
AN12062	Cluster_1
AN7014	Cluster_1
AN7013	Cluster_8
AN7012	Cluster_2
AN7011	Cluster_8
AN12061	Cluster_8
AN7010	Cluster_8
AN7009	Cluster_1
AN7008	Cluster_1
AN7007	Cluster_1
AN7006	Cluster_1
AN7005	Cluster_1
AN7004	Cluster_1
AN7003	Cluster_1
AN7002	Cluster_1
AN7001	Cluster_1
AN7000	Cluster_8
AN6999	Cluster_8
AN6998	Cluster_5
AN6997	Cluster_1
AN6996	Cluster_1
AN6995	Cluster_8
AN12060	Cluster_5
AN6993	Cluster_1
AN6992	Cluster_1
AN10882	Cluster_1
AN10875	Cluster_1
AN10879	Cluster_1
AN10874	Cluster_1
AN10873	Cluster_1
AN10878	Cluster_1
AN6988	Cluster_8
AN10872	Cluster_5
AN10877	Cluster_1
AN6986	Cluster_5
AN6985	Cluster_5
AN6984	cluster_T
AN6983	cluster_T
AN6982	Cluster_5
AN10871	Cluster_8
AN6980	Cluster_1
AN6979	Cluster_1
AN6978	Cluster_5
AN6977	Cluster_1
AN6976	Cluster_1
AN12059	Cluster_1
AN6975	Cluster_1
AN12058	Cluster_1
AN6974	Cluster_1
AN12057	Cluster_5
AN6973	Cluster_5
AN7422	Cluster_1
AN7423	Cluster_1
AN7424	Cluster_1
AN7425	Cluster_1
AN7426	Cluster_1
AN10971	Cluster_1
AN10940	Cluster_1
AN7428	Cluster_1
AN7429	Cluster_1
AN7430	Cluster_1
AN7431	Cluster_1
AN7432	Cluster_1
AN10967	Cluster_1
AN7433	Cluster_1
AN7434	Cluster_1
AN7435	Cluster_1
AN7436	Cluster_5
AN7437	Cluster_1
AN7438	Cluster_1
AN7439	Cluster_1
AN7440	Cluster_1
AN7441	Cluster_5
AN7442	Cluster_7
AN7443	Cluster_2
AN7444	Cluster_1
AN10941	Cluster_1
AN7447	Cluster_1
AN10953	Cluster_1
AN10954	Cluster_8
AN10942	Cluster_1
AN7449	Cluster_1
AN7450	Cluster_1
AN7451	Cluster_5
AN11745	Cluster_8
AN7452	Cluster_7
AN11563	Cluster_2
AN7453	Cluster_8
AN7454	Cluster_1
AN7455	Cluster_1
AN7456	Cluster_1
AN7457	Cluster_1
AN7458	Cluster_1
AN7459	Cluster_1
AN7460	Cluster_1
AN7461	Cluster_1
AN7462	Cluster_8
AN7463	Cluster_2
AN7464	Cluster_8
AN7465	Cluster_8
AN7466	Cluster_8
AN7467	Cluster_5
AN7468	Cluster_7
AN7469	cluster_T
AN7470	Cluster_5
AN7471	Cluster_8
AN7472	Cluster_1
AN11746	Cluster_1
AN11747	Cluster_1
AN7474	Cluster_5
AN7475	Cluster_7
AN7476	Cluster_2
AN7477	Cluster_5
AN7478	Cluster_5
AN7479	Cluster_1
AN7480	Cluster_8
AN7481	Cluster_7
AN7482	cluster_T
AN11748	cluster_T
AN11749	cluster_T
AN7483	Cluster_7
AN7484	Cluster_7
AN7485	Cluster_7
AN7487	Cluster_2
AN7488	Cluster_8
AN7489	Cluster_8
AN7490	Cluster_5
AN7491	Cluster_8
AN7492	Cluster_1
AN7493	Cluster_1
AN10955	Cluster_1
AN10943	Cluster_1
AN10944	Cluster_1
AN10956	Cluster_5
AN7496	Cluster_1
AN11565	Cluster_1
AN7497	Cluster_1
AN7498	Cluster_1
AN10970	Cluster_1
AN7499	Cluster_1
AN7500	Cluster_5
AN7501	Cluster_1
AN7502	Cluster_1
AN7503	Cluster_1
AN7504	Cluster_1
AN7505	Cluster_5
AN7506	Cluster_8
AN7507	Cluster_5
AN7508	Cluster_5
AN7509	cluster_T
AN10968	Cluster_5
AN7510	Cluster_5
AN7511	Cluster_5
AN10958	Cluster_5
AN10957	cluster_T
AN10945	Cluster_2
AN7513	Cluster_2
AN10946	Cluster_5
AN10959	Cluster_5
AN11750	Cluster_1
AN7515	Cluster_5
AN7516	Cluster_5
AN7517	Cluster_5
AN7518	Cluster_5
AN7519	Cluster_5
AN7521	cluster_T
AN7522	cluster_T
AN11751	cluster_T
AN7523	cluster_T
AN11752	Cluster_8
AN7524	Cluster_1
AN7525	Cluster_1
AN7526	Cluster_1
AN10947	Cluster_1
AN10960	Cluster_5
AN7528	Cluster_8
AN7529	cluster_T
AN7530	Cluster_5
AN7531	Cluster_5
AN11568	Cluster_1
AN7532	Cluster_1
AN7533	Cluster_1
AN7534	Cluster_8
AN7535	Cluster_2
AN7536	Cluster_2
AN7537	Cluster_5
AN7538	Cluster_8
AN7539	Cluster_1
AN7540	Cluster_8
AN7541	Cluster_5
AN11753	Cluster_8
AN7542	Cluster_2
AN7543	Cluster_2
AN7544	Cluster_8
AN7545	Cluster_2
AN7546	cluster_T
AN7547	Cluster_1
AN7548	Cluster_8
AN7549	Cluster_5
AN7550	Cluster_8
AN7551	Cluster_5
AN7552	Cluster_8
AN7553	Cluster_2
AN11754	cluster_T
AN7554	Cluster_8
AN7555	Cluster_5
AN7556	Cluster_5
AN7557	Cluster_5
AN7558	Cluster_5
AN7559	Cluster_1
AN11755	Cluster_1
AN7560	Cluster_1
AN7561	Cluster_1
AN7562	Cluster_1
AN7563	Cluster_1
AN7564	Cluster_1
AN7565	Cluster_1
AN7566	Cluster_1
AN7567	Cluster_1
AN7568	Cluster_5
AN7569	Cluster_5
AN7570	Cluster_8
AN7571	Cluster_5
AN7572	Cluster_5
AN10961	Cluster_8
AN10948	Cluster_8
AN11756	Cluster_1
AN7574	Cluster_1
AN7575	Cluster_1
AN7576	Cluster_1
AN7577	Cluster_5
AN7578	Cluster_1
AN7579	Cluster_1
AN7580	Cluster_5
AN10972	Cluster_8
AN10949	Cluster_8
AN11757	cluster_T
AN7583	Cluster_2
AN7584	Cluster_8
AN7585	Cluster_1
AN11758	Cluster_5
AN7587	Cluster_8
AN7588	Cluster_5
AN10964	Cluster_5
AN10963	Cluster_1
AN10962	Cluster_8
AN10950	Cluster_8
AN7590	cluster_T
AN7591	cluster_T
AN10969	Cluster_8
AN7592	cluster_T
AN10951	Cluster_8
AN10973	Cluster_2
AN7594	cluster_T
AN7595	cluster_T
AN7596	Cluster_2
AN7597	Cluster_5
AN7598	Cluster_1
AN7599	Cluster_1
AN7600	Cluster_1
AN7601	Cluster_1
AN7602	Cluster_1
AN7603	Cluster_1
AN11762	Cluster_1
AN7604	Cluster_5
AN7605	Cluster_5
AN10952	Cluster_5
AN10965	Cluster_5
AN10966	Cluster_1
AN11764	Cluster_5
AN11991	Cluster_8
AN7607	Cluster_1
AN11992	Cluster_1
AN7608	Cluster_1
AN7609	Cluster_8
AN7610	Cluster_5
AN7611	Cluster_8
AN7612	Cluster_8
AN7613	cluster_T
AN7614	Cluster_5
AN7615	Cluster_8
AN7616	Cluster_5
AN7617	cluster_T
AN7618	Cluster_8
AN7619	Cluster_5
AN10974	Cluster_2
AN10996	Cluster_5
AN7621	Cluster_5
AN7622	Cluster_5
AN10975	Cluster_5
AN10987	Cluster_8
AN7624	Cluster_8
AN7625	Cluster_2
AN7626	Cluster_2
AN10976	Cluster_5
AN10997	Cluster_8
AN7628	Cluster_1
AN7629	Cluster_1
AN7630	Cluster_1
AN7631	Cluster_5
AN7632	Cluster_5
AN7633	cluster_T
AN7634	cluster_T
AN7635	cluster_T
AN7636	cluster_T
AN7637	cluster_T
AN7638	cluster_T
AN7639	cluster_T
AN7640	cluster_T
AN7641	Cluster_8
AN7642	Cluster_8
AN7644	cluster_T
AN7645	cluster_T
AN7646	cluster_T
AN10988	cluster_T
AN10977	cluster_T
AN11570	cluster_T
AN7648	Cluster_5
AN7649	Cluster_2
AN11994	Cluster_5
AN11995	Cluster_1
AN7651	Cluster_5
AN7652	Cluster_8
AN10989	Cluster_1
AN10978	Cluster_8
AN10994	Cluster_8
AN7654	Cluster_2
AN11996	Cluster_7
AN10998	Cluster_7
AN10979	Cluster_7
AN7656	Cluster_7
AN7657	Cluster_2
AN10999	Cluster_7
AN10980	Cluster_8
AN7659	Cluster_5
AN10981	Cluster_8
AN10990	Cluster_7
AN7661	Cluster_5
AN7662	Cluster_5
AN7663	Cluster_8
AN10993	Cluster_8
AN10982	Cluster_5
AN7665	Cluster_5
AN7666	Cluster_8
AN11998	cluster_T
AN7667	Cluster_5
AN7668	Cluster_8
AN7669	Cluster_8
AN10995	cluster_T
AN7670	Cluster_5
AN7671	Cluster_1
AN7672	Cluster_1
AN7673	Cluster_1
AN7674	Cluster_1
AN7675	Cluster_1
AN7676	Cluster_1
AN7677	Cluster_1
AN7678	Cluster_1
AN7679	Cluster_1
AN7680	Cluster_1
AN7681	Cluster_5
AN7682	cluster_T
AN7683	Cluster_5
AN7684	Cluster_1
AN11003	Cluster_1
AN11002	Cluster_5
AN11999	cluster_T
AN7686	Cluster_8
AN7687	Cluster_8
AN10991	Cluster_1
AN10983	Cluster_1
AN7689	Cluster_8
AN7690	Cluster_7
AN7691	Cluster_5
AN7692	Cluster_8
AN11000	Cluster_8
AN10984	Cluster_1
AN12482	Cluster_1
AN7695	Cluster_1
AN12000	Cluster_1
AN12001	Cluster_1
AN7697	Cluster_5
AN7698	Cluster_7
AN7699	Cluster_7
AN7700	Cluster_5
AN7701	Cluster_8
AN7702	Cluster_1
AN10986	Cluster_1
AN11001	Cluster_1
AN7704	Cluster_1
AN7705	Cluster_1
AN7706	Cluster_1
AN7707	Cluster_5
AN7708	Cluster_7
AN7709	cluster_T
AN7710	Cluster_2
AN7712	Cluster_5
AN7711	Cluster_8
AN7713	Cluster_7
AN7714	Cluster_5
AN7715	Cluster_1
AN7716	Cluster_8
AN7717	Cluster_5
AN11006	cluster_T
AN11004	Cluster_7
AN7719	Cluster_8
AN7720	Cluster_5
AN7721	Cluster_1
AN7722	Cluster_1
AN7723	Cluster_1
AN7724	Cluster_1
AN7725	Cluster_1
AN7726	Cluster_1
AN7727	Cluster_1
AN7728	cluster_T
AN7729	Cluster_8
AN11007	Cluster_1
AN11005	Cluster_1
AN7731	Cluster_8
AN7732	Cluster_5
AN7733	Cluster_8
AN7734	Cluster_5
AN7735	Cluster_5
AN7736	Cluster_5
AN7737	Cluster_5
AN7738	Cluster_8
AN7739	Cluster_1
AN7741	Cluster_1
AN11019	Cluster_5
AN11018	Cluster_2
AN7742	Cluster_5
AN7743	Cluster_8
AN7744	Cluster_1
AN7745	Cluster_1
AN12083	Cluster_1
AN7746	Cluster_1
AN7747	Cluster_1
AN7748	Cluster_5
AN7749	Cluster_2
AN7750	Cluster_1
AN11008	Cluster_5
AN11022	Cluster_1
AN7752	Cluster_1
AN7753	Cluster_1
AN7754	Cluster_1
AN7755	Cluster_5
AN7756	Cluster_5
AN7757	Cluster_5
AN7758	Cluster_8
AN7759	Cluster_5
AN7760	Cluster_5
AN7761	Cluster_8
AN7762	Cluster_8
AN12084	Cluster_2
AN11023	Cluster_8
AN11009	Cluster_5
AN7764	Cluster_8
AN12085	Cluster_8
AN7765	Cluster_1
AN7766	Cluster_1
AN7767	Cluster_8
AN7768	cluster_T
AN7769	Cluster_8
AN7770	Cluster_1
AN7771	Cluster_8
AN7772	Cluster_8
AN7773	cluster_T
AN7774	cluster_T
AN7775	Cluster_8
AN7776	cluster_T
AN7777	Cluster_2
AN7778	Cluster_5
AN7779	cluster_T
AN7780	cluster_T
AN7781	Cluster_8
AN7782	Cluster_8
AN7783	Cluster_8
AN11015	cluster_T
AN11010	Cluster_8
AN7785	Cluster_5
AN7786	Cluster_5
AN7787	cluster_T
AN7788	cluster_T
AN7789	cluster_T
AN7790	cluster_T
AN11016	Cluster_7
AN12086	cluster_T
AN11011	Cluster_2
AN7792	Cluster_2
AN12087	cluster_T
AN12088	cluster_T
AN7794	Cluster_2
AN7795	Cluster_7
AN7796	Cluster_2
AN7797	cluster_T
AN7798	cluster_T
AN7799	cluster_T
AN7800	Cluster_5
AN7801	cluster_T
AN11012	cluster_T
AN7804	Cluster_2
AN7805	cluster_T
AN7806	cluster_T
AN7807	cluster_T
AN12089	cluster_T
AN7808	cluster_T
AN7809	cluster_T
AN7810	cluster_T
AN12090	cluster_T
AN7811	cluster_T
AN7812	cluster_T
AN11017	cluster_T
AN11013	cluster_T
AN7814	cluster_T
AN7815	cluster_T
AN7816	cluster_T
AN11021	Cluster_7
AN7817	cluster_T
AN7818	cluster_T
AN7819	cluster_T
AN7820	cluster_T
AN7821	cluster_T
AN7822	cluster_T
AN7823	Cluster_2
AN7824	cluster_T
AN7825	cluster_T
AN7826	cluster_T
AN7827	cluster_T
AN7828	cluster_T
AN7830	Cluster_1
AN7831	Cluster_8
AN7832	cluster_T
AN7833	Cluster_7
AN7834	cluster_T
AN11024	Cluster_7
AN7836	cluster_T
AN12330	cluster_T
AN12331	cluster_T
AN7839	Cluster_7
AN11574	Cluster_1
AN11575	Cluster_1
AN7840	Cluster_1
AN7842	Cluster_8
AN11027	cluster_T
AN7845	Cluster_8
AN7846	Cluster_5
AN7847	Cluster_5
AN11577	Cluster_1
AN7848	Cluster_5
AN11925	Cluster_1
AN10814	Cluster_8
AN10821	Cluster_8
AN6485	Cluster_8
AN6484	Cluster_2
AN10813	cluster_T
AN10820	Cluster_2
AN6482	Cluster_7
AN6481	cluster_T
AN6480	Cluster_7
AN6479	cluster_T
AN6478	Cluster_2
AN11518	cluster_T
AN6477	Cluster_8
AN6476	Cluster_5
AN6473	Cluster_8
AN6472	cluster_T
AN6471	Cluster_8
AN6470	cluster_T
AN6469	cluster_T
AN6468	cluster_T
AN10812	Cluster_2
AN10819	Cluster_7
AN10815	cluster_T
AN11924	cluster_T
AN10811	cluster_T
AN6465	cluster_T
AN6464	cluster_T
AN11923	cluster_T
AN11511	Cluster_5
AN6463	Cluster_5
AN11510	cluster_T
AN6462	cluster_T
AN6461	cluster_T
AN6460	cluster_T
AN6459	cluster_T
AN6458	cluster_T
AN6457	cluster_T
AN6456	cluster_T
AN6455	cluster_T
AN6454	cluster_T
AN6453	cluster_T
AN6452	cluster_T
AN6451	Cluster_7
AN6450	Cluster_7
AN6449	cluster_T
AN11922	cluster_T
AN6448	cluster_T
AN6447	cluster_T
AN6446	cluster_T
AN6445	cluster_T
AN6444	cluster_T
AN6443	cluster_T
AN11921	Cluster_2
AN11920	cluster_T
AN6441	cluster_T
AN6440	cluster_T
AN6439	cluster_T
AN6438	cluster_T
AN6437	cluster_T
AN6436	cluster_T
AN6435	cluster_T
AN6434	cluster_T
AN6433	cluster_T
AN10816	cluster_T
AN6432	cluster_T
AN6431	cluster_T
AN6430	cluster_T
AN6429	cluster_T
AN6428	cluster_T
AN6427	Cluster_7
AN6426	cluster_T
AN10818	cluster_T
AN6424	Cluster_8
AN6423	Cluster_5
AN6422	cluster_T
AN6421	cluster_T
AN6420	cluster_T
AN6419	cluster_T
AN6418	cluster_T
AN6417	cluster_T
AN6416	cluster_T
AN6415	cluster_T
AN6414	cluster_T
AN6413	cluster_T
AN6412	cluster_T
AN6411	cluster_T
AN6410	cluster_T
AN6409	cluster_T
AN6408	cluster_T
AN6407	cluster_T
AN6406	cluster_T
AN6405	Cluster_7
AN6404	cluster_T
AN6403	cluster_T
AN11917	Cluster_7
AN11916	cluster_T
AN6401	cluster_T
AN6400	Cluster_8
AN6399	cluster_T
AN6398	cluster_T
AN6397	cluster_T
AN6396	Cluster_8
AN6395	Cluster_7
AN6394	Cluster_7
AN6393	Cluster_8
AN6392	Cluster_1
AN11915	Cluster_1
AN6391	Cluster_1
AN6390	Cluster_5
AN6389	cluster_T
AN6388	cluster_T
AN6387	Cluster_2
AN6386	Cluster_2
AN6385	Cluster_7
AN6384	Cluster_8
AN6383	Cluster_5
AN6382	Cluster_5
