gene	cluster
AN3545	Cluster_4
AN3543	Cluster_4
AN12357	Cluster_4
AN10425	Cluster_4
AN12356	Cluster_4
AN12486	Cluster_4
AN3540	Cluster_4
AN3539	Cluster_4
AN3538	Cluster_4
AN3537	Cluster_4
AN3536	Cluster_4
AN3535	Cluster_4
AN12353	Cluster_4
AN3534	Cluster_4
AN3533	Cluster_4
AN3532	Cluster_4
AN3531	Cluster_4
AN3530	Cluster_4
AN3529	Cluster_4
AN3528	Cluster_4
AN12477	Cluster_4
AN12487	Cluster_4
AN9513	Cluster_4
AN3525	Cluster_4
AN3524	Cluster_4
AN3523	Cluster_6
AN12195	Cluster_6
AN3522	Cluster_4
AN3521	Cluster_4
AN3520	Cluster_4
AN3519	Cluster_4
AN3518	Cluster_4
AN3517	Cluster_4
AN10423	Cluster_4
AN10420	Cluster_4
AN3515	Cluster_4
AN3514	Cluster_4
AN3513	Cluster_2
AN3512	Cluster_3
AN10422	Cluster_2
AN10421	Cluster_6
AN10419	Cluster_4
AN12193	Cluster_4
AN12192	Cluster_4
AN3509	Cluster_4
AN3508	Cluster_4
AN3507	Cluster_4
AN3506	Cluster_4
AN3505	Cluster_4
AN3504	Cluster_4
AN3503	Cluster_4
AN3502	Cluster_4
AN3501	Cluster_4
AN3500	Cluster_4
AN3499	Cluster_4
AN3498	Cluster_4
AN3497	Cluster_4
AN3496	Cluster_4
AN3495	Cluster_4
AN3494	Cluster_4
AN3493	Cluster_4
AN3492	Cluster_4
AN3491	Cluster_4
AN3490	Cluster_4
AN3489	Cluster_4
AN3488	Cluster_4
AN3487	Cluster_4
AN3486	Cluster_4
AN12191	Cluster_4
AN3485	Cluster_4
AN3484	Cluster_4
AN3482	Cluster_4
AN3481	Cluster_4
AN3480	Cluster_3
AN3479	Cluster_4
AN3478	Cluster_4
AN3477	Cluster_4
AN3476	Cluster_4
AN3475	Cluster_4
AN3474	Cluster_6
AN3473	Cluster_4
AN3472	Cluster_4
AN3471	Cluster_4
AN7420	Cluster_4
AN7419	Cluster_4
AN7418	Cluster_4
AN7417	Cluster_4
AN7416	Cluster_4
AN7415	Cluster_4
AN12037	Cluster_4
AN7414	Cluster_4
AN7413	Cluster_4
AN7412	Cluster_4
AN7411	Cluster_4
AN7410	Cluster_4
AN7409	Cluster_4
AN7408	Cluster_4
AN7407	Cluster_4
AN7406	Cluster_4
AN7405	Cluster_4
AN7404	Cluster_4
AN7403	Cluster_4
AN7402	Cluster_4
AN7401	Cluster_4
AN7400	Cluster_4
AN7399	Cluster_4
AN7398	Cluster_4
AN7397	Cluster_4
AN7396	Cluster_4
AN7395	Cluster_6
AN7394	Cluster_4
AN7393	Cluster_4
AN7392	Cluster_4
AN7391	Cluster_4
AN7390	Cluster_4
AN7389	Cluster_4
AN7388	Cluster_4
AN7387	Cluster_4
AN7386	Cluster_4
AN7385	Cluster_4
AN7384	Cluster_4
AN7383	Cluster_4
AN7382	Cluster_4
AN10933	Cluster_4
AN10939	Cluster_4
AN7380	Cluster_4
AN7379	Cluster_4
AN7378	Cluster_4
AN7377	Cluster_4
AN7376	Cluster_4
AN7375	Cluster_4
AN7374	Cluster_4
AN7373	Cluster_4
AN10932	Cluster_4
AN10935	Cluster_4
AN7371	Cluster_4
AN7370	Cluster_4
AN10938	Cluster_4
AN10937	Cluster_4
AN10931	Cluster_4
AN7368	Cluster_4
AN7367	Cluster_4
AN7366	Cluster_4
AN7365	Cluster_4
AN7364	Cluster_4
AN7363	Cluster_4
AN7362	Cluster_4
AN12036	Cluster_4
AN7361	Cluster_4
AN7360	Cluster_4
AN7359	Cluster_4
AN7358	Cluster_4
AN7357	Cluster_4
AN7356	Cluster_4
AN10930	Cluster_4
AN10936	Cluster_4
AN7354	Cluster_3
AN7353	Cluster_2
AN7352	Cluster_4
AN7351	Cluster_4
AN7350	Cluster_4
AN7349	Cluster_4
AN7348	Cluster_4
AN7347	Cluster_4
AN7346	Cluster_4
AN7345	Cluster_4
AN7344	Cluster_4
AN7343	Cluster_4
AN7342	Cluster_4
AN7341	Cluster_6
AN7340	Cluster_4
AN7339	Cluster_4
AN7338	Cluster_4
AN10934	Cluster_4
AN10929	Cluster_4
AN7336	Cluster_4
AN7335	Cluster_4
AN7334	Cluster_4
AN7333	Cluster_4
AN7332	Cluster_4
AN7331	Cluster_4
AN7330	Cluster_4
AN7329	Cluster_4
AN7328	Cluster_4
AN7327	Cluster_4
AN7326	Cluster_4
AN7325	Cluster_4
AN7324	Cluster_4
AN7323	Cluster_4
AN7322	Cluster_4
AN7321	Cluster_4
AN7320	Cluster_4
AN7319	Cluster_4
AN7318	Cluster_4
AN7317	Cluster_4
AN7316	Cluster_4
AN7315	Cluster_4
AN7314	Cluster_4
AN7313	Cluster_4
AN10927	Cluster_4
AN10924	Cluster_4
AN7311	Cluster_4
AN7310	Cluster_4
AN7309	Cluster_4
AN7308	Cluster_4
AN7307	Cluster_4
AN10925	Cluster_4
AN10923	Cluster_4
AN7305	Cluster_4
AN7304	Cluster_4
AN7303	Cluster_4
AN7302	Cluster_4
AN7301	Cluster_4
AN7300	Cluster_4
AN7299	Cluster_6
AN7298	Cluster_6
AN7297	Cluster_6
AN7296	Cluster_4
AN7295	Cluster_4
AN7294	Cluster_6
AN12246	Cluster_3
AN7293	Cluster_6
AN7292	Cluster_4
AN7291	Cluster_4
AN7290	Cluster_4
AN7289	Cluster_4
AN12245	Cluster_4
AN7288	Cluster_4
AN7287	Cluster_6
AN7286	Cluster_6
AN7285	Cluster_4
AN10928	Cluster_4
AN10922	Cluster_6
AN7283	Cluster_4
AN7282	Cluster_4
AN7281	Cluster_4
AN7280	Cluster_4
AN11552	Cluster_4
AN7279	Cluster_4
AN7278	Cluster_6
AN10921	Cluster_4
AN10920	Cluster_4
AN7275	Cluster_4
AN10919	Cluster_4
AN7274	Cluster_4
AN7273	Cluster_4
AN7272	Cluster_4
AN7271	Cluster_4
AN7270	Cluster_4
AN7269	Cluster_4
AN7268	Cluster_4
AN7267	Cluster_4
AN7266	Cluster_4
AN12400	Cluster_4
AN7265	Cluster_4
AN7264	Cluster_4
AN12374	Cluster_4
AN7263	Cluster_4
AN7262	Cluster_4
AN7261	Cluster_4
AN7260	Cluster_4
AN7259	Cluster_4
AN7258	Cluster_4
AN7257	Cluster_4
AN7256	Cluster_4
AN12373	Cluster_4
AN7255	Cluster_6
AN7254	Cluster_6
AN7253	Cluster_4
AN7252	Cluster_4
AN7251	Cluster_4
AN7250	Cluster_4
AN10918	Cluster_4
AN10917	Cluster_4
AN7248	Cluster_4
AN9492	Cluster_4
AN7247	Cluster_6
AN7246	Cluster_4
AN7245	Cluster_4
AN7244	Cluster_4
AN12268	Cluster_4
AN7243	Cluster_4
AN7242	Cluster_4
AN7241	Cluster_4
AN7240	Cluster_4
AN7239	Cluster_4
AN7238	Cluster_4
AN7237	Cluster_4
AN7236	Cluster_4
AN7235	Cluster_4
AN7234	Cluster_4
AN7233	Cluster_4
AN7232	Cluster_4
AN7231	Cluster_4
AN7230	Cluster_4
AN7229	Cluster_6
AN7228	Cluster_4
AN7227	Cluster_4
AN10916	Cluster_4
AN10910	Cluster_4
AN7225	Cluster_4
AN10915	Cluster_4
AN10909	Cluster_4
AN7223	Cluster_4
AN12267	Cluster_4
AN7222	Cluster_4
AN7221	Cluster_4
AN11551	Cluster_4
AN7220	Cluster_4
AN7219	Cluster_4
AN7218	Cluster_4
AN11550	Cluster_4
AN7217	Cluster_4
AN10914	Cluster_4
AN10913	Cluster_4
AN10908	Cluster_4
AN7215	Cluster_4
AN7214	Cluster_4
AN7213	Cluster_4
AN7212	Cluster_4
AN7211	Cluster_4
AN10907	Cluster_4
AN10912	Cluster_4
AN10906	Cluster_6
AN10911	Cluster_4
AN7208	Cluster_6
AN9514	Cluster_4
AN7207	Cluster_4
AN7206	Cluster_4
AN7205	Cluster_4
AN7204	Cluster_4
AN7203	Cluster_4
AN7202	Cluster_4
AN7201	Cluster_4
AN7200	Cluster_4
AN7199	Cluster_4
AN7194	Cluster_4
AN7193	Cluster_4
AN7192	Cluster_4
AN7191	Cluster_4
AN7190	Cluster_4
AN7189	Cluster_4
AN7188	Cluster_4
AN7187	Cluster_4
AN7186	Cluster_6
AN7185	Cluster_4
AN12151	Cluster_4
AN7184	Cluster_4
AN7183	Cluster_4
AN12150	Cluster_4
AN7182	Cluster_4
AN7181	Cluster_4
AN7180	Cluster_4
AN7179	Cluster_4
AN7178	Cluster_4
AN7177	Cluster_4
AN7176	Cluster_4
AN12149	Cluster_4
AN7175	Cluster_4
AN7174	Cluster_4
AN7173	Cluster_4
AN7172	Cluster_4
AN7171	Cluster_4
AN7170	Cluster_6
AN7169	Cluster_6
AN10902	Cluster_3
AN10905	Cluster_6
AN7167	Cluster_4
AN7166	Cluster_4
AN7165	Cluster_4
AN7164	Cluster_4
AN12148	Cluster_4
AN12147	Cluster_4
AN7162	Cluster_4
AN7161	Cluster_4
AN7160	Cluster_4
AN7159	Cluster_4
AN7158	Cluster_6
AN7157	Cluster_4
AN7156	Cluster_4
AN7155	Cluster_4
AN7154	Cluster_4
AN7153	Cluster_4
AN7152	Cluster_4
AN7151	Cluster_4
AN7150	Cluster_4
AN7149	Cluster_4
AN7148	Cluster_4
AN7147	Cluster_4
AN7146	Cluster_6
AN7145	Cluster_6
AN7144	Cluster_4
AN7143	Cluster_4
AN7142	Cluster_4
AN7141	Cluster_4
AN7140	Cluster_4
AN7139	Cluster_6
AN7138	Cluster_4
AN7137	Cluster_4
AN10901	Cluster_4
AN10903	Cluster_4
AN7135	Cluster_4
AN10900	Cluster_4
AN7133	Cluster_4
AN7131	Cluster_4
AN7130	Cluster_4
AN7129	Cluster_4
AN7128	Cluster_4
AN10894	Cluster_4
AN10899	Cluster_4
AN7126	Cluster_4
AN7124	Cluster_4
AN7123	Cluster_4
AN7121	Cluster_4
AN12250	Cluster_4
AN11544	Cluster_4
AN7120	Cluster_4
AN7119	Cluster_4
AN7118	Cluster_4
AN7117	Cluster_4
AN7116	Cluster_4
AN7115	Cluster_4
AN10895	Cluster_4
AN10893	Cluster_4
AN7113	Cluster_4
AN7112	Cluster_4
AN7111	Cluster_4
AN7110	Cluster_4
AN7109	Cluster_4
AN7108	Cluster_4
AN7107	Cluster_3
AN7106	Cluster_6
AN7105	Cluster_4
AN7104	Cluster_6
AN7103	Cluster_6
AN7102	Cluster_3
AN7101	Cluster_6
AN10892	Cluster_4
AN10896	Cluster_4
AN7099	Cluster_4
AN7098	Cluster_4
AN7097	Cluster_4
AN10891	Cluster_4
AN10897	Cluster_4
AN10898	Cluster_4
AN7094	Cluster_4
AN7093	Cluster_4
AN12249	Cluster_4
AN7092	Cluster_4
AN7091	Cluster_4
AN7090	Cluster_4
AN7089	Cluster_4
AN7088	Cluster_4
AN7087	Cluster_4
AN7086	Cluster_4
AN12291	Cluster_4
AN12290	Cluster_4
AN7084	Cluster_4
AN7083	Cluster_4
AN10887	Cluster_4
AN10886	Cluster_4
AN7081	Cluster_4
AN7080	Cluster_4
AN12481	Cluster_4
AN7078	Cluster_4
AN7077	Cluster_4
AN7076	Cluster_4
AN7075	Cluster_4
AN7074	Cluster_4
AN7073	Cluster_4
AN7072	Cluster_4
AN7071	Cluster_4
AN7070	Cluster_4
AN10884	Cluster_4
AN10889	Cluster_4
AN7068	Cluster_4
AN7067	Cluster_4
AN7066	Cluster_4
AN10888	Cluster_4
AN10883	Cluster_4
AN7064	Cluster_4
AN7063	Cluster_4
AN7062	Cluster_4
AN7061	Cluster_4
AN7060	Cluster_4
AN7059	Cluster_4
AN7058	Cluster_4
AN7057	Cluster_4
AN7056	Cluster_4
AN7055	Cluster_4
AN7053	Cluster_4
AN7052	Cluster_4
AN7051	Cluster_4
AN7050	Cluster_4
AN7049	Cluster_4
AN7048	Cluster_4
AN7047	Cluster_4
AN7046	Cluster_4
AN12072	Cluster_4
AN12071	Cluster_4
AN7044	Cluster_4
AN7043	Cluster_6
AN11543	Cluster_6
AN7042	Cluster_6
AN7041	Cluster_4
AN7040	Cluster_4
AN7039	Cluster_4
AN7038	Cluster_4
AN7037	Cluster_4
AN12070	Cluster_4
AN10876	Cluster_4
AN10880	Cluster_4
AN7035	Cluster_4
AN7034	Cluster_4
AN7033	Cluster_4
AN7032	Cluster_4
AN7031	Cluster_4
AN7030	Cluster_4
AN7029	Cluster_4
AN7028	Cluster_4
AN7027	Cluster_4
AN11541	Cluster_4
AN12067	Cluster_4
AN7026	Cluster_4
AN7025	Cluster_6
AN7024	Cluster_4
AN7023	Cluster_4
AN12066	Cluster_4
AN12065	Cluster_4
AN7021	Cluster_4
AN12064	Cluster_6
AN7020	Cluster_4
AN12063	Cluster_4
AN7019	Cluster_6
AN7018	Cluster_6
AN7017	Cluster_6
AN7016	Cluster_4
AN7015	Cluster_4
AN12062	Cluster_4
AN7014	Cluster_4
AN7013	Cluster_4
AN7012	Cluster_4
AN7011	Cluster_3
AN12061	Cluster_2
AN7010	Cluster_4
AN7009	Cluster_4
AN7008	Cluster_4
AN7007	Cluster_4
AN7006	Cluster_4
AN7005	Cluster_4
AN7004	Cluster_6
AN7003	Cluster_3
AN7002	Cluster_6
AN7001	Cluster_4
AN7000	Cluster_4
AN6999	Cluster_4
AN6998	Cluster_4
AN6997	Cluster_4
AN6996	Cluster_6
AN6995	Cluster_6
AN12060	Cluster_4
AN6993	Cluster_4
AN6992	Cluster_4
AN10882	Cluster_4
AN10875	Cluster_4
AN10879	Cluster_4
AN10874	Cluster_6
AN10873	Cluster_6
AN10878	Cluster_4
AN6988	Cluster_4
AN10872	Cluster_6
AN10877	Cluster_4
AN6986	Cluster_4
AN6985	Cluster_6
AN6984	Cluster_6
AN6983	Cluster_4
AN6982	Cluster_6
AN10871	Cluster_6
AN6980	Cluster_6
AN6979	Cluster_4
AN6978	Cluster_4
AN6977	Cluster_6
AN6976	Cluster_4
AN12059	Cluster_4
AN6975	Cluster_4
AN12058	Cluster_4
AN6974	Cluster_4
AN12057	Cluster_4
AN6973	Cluster_4
AN7422	Cluster_4
AN7423	Cluster_6
AN7424	Cluster_4
AN7425	Cluster_6
AN7426	Cluster_6
AN10971	Cluster_4
AN10940	Cluster_4
AN7428	Cluster_4
AN7429	Cluster_4
AN7430	Cluster_6
AN7431	Cluster_6
AN7432	Cluster_6
AN10967	Cluster_4
AN7433	Cluster_4
AN7434	Cluster_4
AN7435	Cluster_4
AN7436	Cluster_4
AN7437	Cluster_6
AN7438	Cluster_6
AN7439	Cluster_4
AN7440	Cluster_4
AN7441	Cluster_4
AN7442	Cluster_4
AN7443	Cluster_4
AN7444	Cluster_4
AN10941	Cluster_4
AN7447	Cluster_4
AN10953	Cluster_4
AN10954	Cluster_4
AN10942	Cluster_4
AN7449	Cluster_4
AN7450	Cluster_4
AN7451	Cluster_6
AN11745	Cluster_4
AN7452	Cluster_6
AN11563	Cluster_6
AN7453	Cluster_6
AN7454	Cluster_4
AN7455	Cluster_4
AN7456	Cluster_6
AN7457	Cluster_4
AN7458	Cluster_4
AN7459	Cluster_6
AN7460	Cluster_6
AN7461	Cluster_6
AN7462	Cluster_4
AN7463	Cluster_4
AN7464	Cluster_6
AN7465	Cluster_4
AN7466	Cluster_4
AN7467	Cluster_4
AN7468	Cluster_4
AN7469	Cluster_4
AN7470	Cluster_6
AN7471	Cluster_4
AN7472	Cluster_4
AN11746	Cluster_4
AN11747	Cluster_4
AN7474	Cluster_6
AN7475	Cluster_6
AN7476	Cluster_6
AN7477	Cluster_4
AN7478	Cluster_6
AN7479	Cluster_4
AN7480	Cluster_4
AN7481	Cluster_4
AN7482	Cluster_4
AN11748	Cluster_6
AN11749	Cluster_4
AN7483	Cluster_4
AN7484	Cluster_6
AN7485	Cluster_6
AN7487	Cluster_4
AN7488	Cluster_4
AN7489	Cluster_4
AN7490	Cluster_4
AN7491	Cluster_4
AN7492	Cluster_4
AN7493	Cluster_4
AN10955	Cluster_4
AN10943	Cluster_4
AN10944	Cluster_4
AN10956	Cluster_4
AN7496	Cluster_6
AN11565	Cluster_6
AN7497	Cluster_6
AN7498	Cluster_4
AN10970	Cluster_4
AN7499	Cluster_4
AN7500	Cluster_4
AN7501	Cluster_6
AN7502	Cluster_6
AN7503	Cluster_4
AN7504	Cluster_4
AN7505	Cluster_4
AN7506	Cluster_4
AN7507	Cluster_4
AN7508	Cluster_4
AN7509	Cluster_4
AN10968	Cluster_4
AN7510	Cluster_4
AN7511	Cluster_4
AN10958	Cluster_4
AN10957	Cluster_4
AN10945	Cluster_6
AN7513	Cluster_6
AN10946	Cluster_4
AN10959	Cluster_4
AN11750	Cluster_4
AN7515	Cluster_4
AN7516	Cluster_4
AN7517	Cluster_4
AN7518	Cluster_4
AN7519	Cluster_4
AN7521	Cluster_4
AN7522	Cluster_4
AN11751	Cluster_4
AN7523	Cluster_4
AN11752	Cluster_4
AN7524	Cluster_4
AN7525	Cluster_4
AN7526	Cluster_4
AN10947	Cluster_4
AN10960	Cluster_4
AN7528	Cluster_4
AN7529	Cluster_4
AN7530	Cluster_4
AN7531	Cluster_4
AN11568	Cluster_4
AN7532	Cluster_4
AN7533	Cluster_4
AN7534	Cluster_4
AN7535	Cluster_4
AN7536	Cluster_4
AN7537	Cluster_4
AN7538	Cluster_4
AN7539	Cluster_4
AN7540	Cluster_4
AN7541	Cluster_4
AN11753	Cluster_4
AN7542	Cluster_4
AN7543	Cluster_4
AN7544	Cluster_6
AN7545	Cluster_6
AN7546	Cluster_6
AN7547	Cluster_4
AN7548	Cluster_4
AN7549	Cluster_4
AN7550	Cluster_4
AN7551	Cluster_4
AN7552	Cluster_4
AN7553	Cluster_4
AN11754	Cluster_4
AN7554	Cluster_4
AN7555	Cluster_4
AN7556	Cluster_4
AN7557	Cluster_4
AN7558	Cluster_4
AN7559	Cluster_4
AN11755	Cluster_4
AN7560	Cluster_4
AN7561	Cluster_4
AN7562	Cluster_4
AN7563	Cluster_4
AN7564	Cluster_6
AN7565	Cluster_4
AN7566	Cluster_4
AN7567	Cluster_4
AN7568	Cluster_4
AN7569	Cluster_4
AN7570	Cluster_4
AN7571	Cluster_6
AN7572	Cluster_6
AN10961	Cluster_4
AN10948	Cluster_4
AN11756	Cluster_4
AN7574	Cluster_4
AN7575	Cluster_4
AN7576	Cluster_4
AN7577	Cluster_4
AN7578	Cluster_4
AN7579	Cluster_4
AN7580	Cluster_4
AN10972	Cluster_4
AN10949	Cluster_4
AN11757	Cluster_4
AN7583	Cluster_4
AN7584	Cluster_4
AN7585	Cluster_4
AN11758	Cluster_4
AN7587	Cluster_6
AN7588	Cluster_6
AN10964	Cluster_6
AN10963	Cluster_4
AN10962	Cluster_4
AN10950	Cluster_6
AN7590	Cluster_3
AN7591	Cluster_6
AN10969	Cluster_6
AN7592	Cluster_4
AN10951	Cluster_4
AN10973	Cluster_6
AN7594	Cluster_6
AN7595	Cluster_6
AN7596	Cluster_6
AN7597	Cluster_4
AN7598	Cluster_4
AN7599	Cluster_4
AN7600	Cluster_6
AN7601	Cluster_6
AN7602	Cluster_6
AN7603	Cluster_6
AN11762	Cluster_4
AN7604	Cluster_4
AN7605	Cluster_4
AN10952	Cluster_4
AN10965	Cluster_4
AN10966	Cluster_4
AN11764	Cluster_4
AN11991	Cluster_4
AN7607	Cluster_4
AN11992	Cluster_4
AN7608	Cluster_4
AN7609	Cluster_4
AN7610	Cluster_4
AN7611	Cluster_4
AN7612	Cluster_4
AN7613	Cluster_4
AN7614	Cluster_4
AN7615	Cluster_4
AN7616	Cluster_4
AN7617	Cluster_4
AN7618	Cluster_4
AN7619	Cluster_4
AN10974	Cluster_4
AN10996	Cluster_4
AN7621	Cluster_4
AN7622	Cluster_4
AN10975	Cluster_4
AN10987	Cluster_4
AN7624	Cluster_4
AN7625	Cluster_4
AN7626	Cluster_4
AN10976	Cluster_4
AN10997	Cluster_4
AN7628	Cluster_6
AN7629	Cluster_4
AN7630	Cluster_4
AN7631	Cluster_4
AN7632	Cluster_4
AN7633	Cluster_4
AN7634	Cluster_4
AN7635	Cluster_4
AN7636	Cluster_4
AN7637	Cluster_4
AN7638	Cluster_4
AN7639	Cluster_4
AN7640	Cluster_6
AN7641	Cluster_4
AN7642	Cluster_4
AN7644	Cluster_4
AN7645	Cluster_4
AN7646	Cluster_4
AN10988	Cluster_6
AN10977	Cluster_6
AN11570	Cluster_4
AN7648	Cluster_6
AN7649	Cluster_4
AN11994	Cluster_4
AN11995	Cluster_4
AN7651	Cluster_4
AN7652	Cluster_4
AN10989	Cluster_4
AN10978	Cluster_4
AN10994	Cluster_4
AN7654	Cluster_4
AN11996	Cluster_4
AN10998	Cluster_4
AN10979	Cluster_4
AN7656	Cluster_4
AN7657	Cluster_4
AN10999	Cluster_4
AN10980	Cluster_4
AN7659	Cluster_4
AN10981	Cluster_4
AN10990	Cluster_4
AN7661	Cluster_4
AN7662	Cluster_4
AN7663	Cluster_4
AN10993	Cluster_4
AN10982	Cluster_6
AN7665	Cluster_6
AN7666	Cluster_4
AN11998	Cluster_4
AN7667	Cluster_4
AN7668	Cluster_4
AN7669	Cluster_4
AN10995	Cluster_4
AN7670	Cluster_4
AN7671	Cluster_4
AN7672	Cluster_4
AN7673	Cluster_4
AN7674	Cluster_4
AN7675	Cluster_4
AN7676	Cluster_4
AN7677	Cluster_4
AN7678	Cluster_4
AN7679	Cluster_4
AN7680	Cluster_4
AN7681	Cluster_6
AN7682	Cluster_4
AN7683	Cluster_1
AN7684	Cluster_4
AN11003	Cluster_4
AN11002	Cluster_4
AN11999	Cluster_4
AN7686	Cluster_4
AN7687	Cluster_6
AN10991	Cluster_6
AN10983	Cluster_6
AN7689	Cluster_6
AN7690	Cluster_4
AN7691	Cluster_4
AN7692	Cluster_4
AN11000	Cluster_4
AN10984	Cluster_4
AN12482	Cluster_4
AN7695	Cluster_4
AN12000	Cluster_4
AN12001	Cluster_4
AN7697	Cluster_4
AN7698	Cluster_4
AN7699	Cluster_4
AN7700	Cluster_6
AN7701	Cluster_4
AN7702	Cluster_4
AN10986	Cluster_4
AN11001	Cluster_4
AN7704	Cluster_4
AN7705	Cluster_6
AN7706	Cluster_4
AN7707	Cluster_4
AN7708	Cluster_4
AN7709	Cluster_6
AN7710	Cluster_6
AN7712	Cluster_6
AN7711	Cluster_6
AN7713	Cluster_6
AN7714	Cluster_4
AN7715	Cluster_4
AN7716	Cluster_4
AN7717	Cluster_4
AN11006	Cluster_4
AN11004	Cluster_4
AN7719	Cluster_6
AN7720	Cluster_4
AN7721	Cluster_4
AN7722	Cluster_4
AN7723	Cluster_4
AN7724	Cluster_6
AN7725	Cluster_6
AN7726	Cluster_4
AN7727	Cluster_4
AN7728	Cluster_4
AN7729	Cluster_4
AN11007	Cluster_4
AN11005	Cluster_4
AN7731	Cluster_4
AN7732	Cluster_4
AN7733	Cluster_4
AN7734	Cluster_6
AN7735	Cluster_4
AN7736	Cluster_6
AN7737	Cluster_4
AN7738	Cluster_4
AN7739	Cluster_4
AN7741	Cluster_4
AN11019	Cluster_4
AN11018	Cluster_4
AN7742	Cluster_4
AN7743	Cluster_6
AN7744	Cluster_6
AN7745	Cluster_4
AN12083	Cluster_4
AN7746	Cluster_4
AN7747	Cluster_4
AN7748	Cluster_4
AN7749	Cluster_4
AN7750	Cluster_4
AN11008	Cluster_4
AN11022	Cluster_4
AN7752	Cluster_4
AN7753	Cluster_4
AN7754	Cluster_4
AN7755	Cluster_4
AN7756	Cluster_4
AN7757	Cluster_4
AN7758	Cluster_4
AN7759	Cluster_4
AN7760	Cluster_4
AN7761	Cluster_4
AN7762	Cluster_4
AN12084	Cluster_6
AN11023	Cluster_4
AN11009	Cluster_4
AN7764	Cluster_4
AN12085	Cluster_6
AN7765	Cluster_6
AN7766	Cluster_4
AN7767	Cluster_4
AN7768	Cluster_4
AN7769	Cluster_4
AN7770	Cluster_4
AN7771	Cluster_4
AN7772	Cluster_4
AN7773	Cluster_4
AN7774	Cluster_4
AN7775	Cluster_4
AN7776	Cluster_4
AN7777	Cluster_6
AN7778	Cluster_4
AN7779	Cluster_4
AN7780	Cluster_4
AN7781	Cluster_4
AN7782	Cluster_4
AN7783	Cluster_4
AN11015	Cluster_4
AN11010	Cluster_6
AN7785	Cluster_6
AN7786	Cluster_4
AN7787	Cluster_4
AN7788	Cluster_4
AN7789	Cluster_4
AN7790	Cluster_4
AN11016	Cluster_6
AN12086	Cluster_6
AN11011	Cluster_4
AN7792	Cluster_4
AN12087	Cluster_4
AN12088	Cluster_4
AN7794	Cluster_4
AN7795	Cluster_4
AN7796	Cluster_4
AN7797	Cluster_4
AN7798	Cluster_4
AN7799	Cluster_3
AN7800	Cluster_4
AN7801	Cluster_4
AN11012	Cluster_4
AN7804	Cluster_4
AN7805	Cluster_4
AN7806	Cluster_4
AN7807	Cluster_4
AN12089	Cluster_4
AN7808	Cluster_4
AN7809	Cluster_4
AN7810	Cluster_4
AN12090	Cluster_4
AN7811	Cluster_4
AN7812	Cluster_4
AN11017	Cluster_4
AN11013	Cluster_4
AN7814	Cluster_4
AN7815	Cluster_4
AN7816	Cluster_4
AN11021	Cluster_4
AN7817	Cluster_4
AN7818	Cluster_4
AN7819	Cluster_4
AN7820	Cluster_4
AN7821	Cluster_4
AN7822	Cluster_4
AN7823	Cluster_4
AN7824	Cluster_4
AN7825	Cluster_4
AN7826	Cluster_4
AN7827	Cluster_4
AN7828	Cluster_4
AN7830	Cluster_4
AN7831	Cluster_4
AN7832	Cluster_4
AN7833	Cluster_4
AN7834	Cluster_4
AN11024	Cluster_4
AN7836	Cluster_4
AN12330	Cluster_4
AN12331	Cluster_4
AN7839	Cluster_4
AN11574	Cluster_6
AN11575	Cluster_4
AN7840	Cluster_4
AN7842	Cluster_4
AN11027	Cluster_4
AN7845	Cluster_4
AN7846	Cluster_4
AN7847	Cluster_4
AN11577	Cluster_4
AN7848	Cluster_4
AN11925	Cluster_4
AN10814	Cluster_4
AN10821	Cluster_4
AN6485	Cluster_4
AN6484	Cluster_4
AN10813	Cluster_4
AN10820	Cluster_4
AN6482	Cluster_4
AN6481	Cluster_4
AN6480	Cluster_4
AN6479	Cluster_4
AN6478	Cluster_4
AN11518	Cluster_4
AN6477	Cluster_4
AN6476	Cluster_4
AN6473	Cluster_4
AN6472	Cluster_4
AN6471	Cluster_4
AN6470	Cluster_4
AN6469	Cluster_4
AN6468	Cluster_4
AN10812	Cluster_4
AN10819	Cluster_4
AN10815	Cluster_4
AN11924	Cluster_4
AN10811	Cluster_4
AN6465	Cluster_4
AN6464	Cluster_4
AN11923	Cluster_4
AN11511	Cluster_4
AN6463	Cluster_4
AN11510	Cluster_4
AN6462	Cluster_4
AN6461	Cluster_4
AN6460	Cluster_4
AN6459	Cluster_4
AN6458	Cluster_4
AN6457	Cluster_4
AN6456	Cluster_4
AN6455	Cluster_4
AN6454	Cluster_4
AN6453	Cluster_4
AN6452	Cluster_4
AN6451	Cluster_4
AN6450	Cluster_4
AN6449	Cluster_4
AN11922	Cluster_4
AN6448	Cluster_4
AN6447	Cluster_4
AN6446	Cluster_4
AN6445	Cluster_4
AN6444	Cluster_4
AN6443	Cluster_4
AN11921	Cluster_6
AN11920	Cluster_4
AN6441	Cluster_4
AN6440	Cluster_6
AN6439	Cluster_4
AN6438	Cluster_4
AN6437	Cluster_4
AN6436	Cluster_4
AN6435	Cluster_4
AN6434	Cluster_4
AN6433	Cluster_4
AN10816	Cluster_4
AN6432	Cluster_4
AN6431	Cluster_4
AN6430	Cluster_4
AN6429	Cluster_4
AN6428	Cluster_4
AN6427	Cluster_4
AN6426	Cluster_4
AN10818	Cluster_4
AN6424	Cluster_4
AN6423	Cluster_4
AN6422	Cluster_4
AN6421	Cluster_4
AN6420	Cluster_4
AN6419	Cluster_4
